Analysis for Gold

ACCURACY REPORT:
Overall accuracy:                        0.70023059
Accuracy within 1 phone:                 0.86087625
Accuracy within 2 phones:                0.95080707
Average edit distance from gold:         0.09881291
Average feature edit distance from gold: 0.14639626

Performance associated with each phone in Gold
Phone in Gold	Associated final miss likelihood	Mean Associated Normalized Lev.Dist.	Mean Associated Feat Edit Dist
b	|	0.2653061224489796	|	0.4579831932773109	|	0.12653522947640594
l	|	0.372	|	0.7269076305220884	|	0.20466481309854798
ˈe	|	0.2533632286995516	|	0.4147982062780269	|	0.12616419454984476
d̪	|	0.3484848484848485	|	0.5982905982905983	|	0.19633464825772526
o	|	0.3056768558951965	|	0.496875	|	0.1432091346153846
ˈɑ	|	0.32160804020100503	|	0.5603015075376885	|	0.17529957479706224
n̪	|	0.28106508875739644	|	0.4386503067484663	|	0.13390750353940548
ɑ	|	0.23499142367066894	|	0.41420118343195267	|	0.11724321043847678
θ	|	0.2653061224489796	|	0.41968911917098445	|	0.12465125548027108
ɾ	|	0.3080895008605852	|	0.5542857142857143	|	0.15886446886446887
ɡ	|	0.45925925925925926	|	0.8636363636363636	|	0.266462703962704
w	|	0.336283185840708	|	0.6637168141592921	|	0.19111640571817567
ʝ	|	0.23931623931623933	|	0.4188034188034188	|	0.10864562787639709
j	|	0.3511450381679389	|	0.6641221374045801	|	0.18584850264239575
ˈo	|	0.3005181347150259	|	0.5077720207253886	|	0.1487644479872459
k	|	0.30303030303030304	|	0.5394736842105263	|	0.14321862348178147
s	|	0.3087719298245614	|	0.5415162454873647	|	0.17370174951402384
t̪	|	0.2608695652173913	|	0.46122448979591835	|	0.1424646781789639
ɲ	|	0.3275862068965517	|	0.6551724137931034	|	0.16014588859416443
x	|	0.41346153846153844	|	0.6346153846153846	|	0.14034763313609466
e	|	0.3575949367088608	|	0.6384364820846905	|	0.19581558506639946
r	|	0.37681159420289856	|	0.6029411764705882	|	0.14960407239819
ˈi	|	0.37572254335260113	|	0.6184971098265896	|	0.14150733659404188
u	|	0.5641025641025641	|	0.9743589743589743	|	0.22633136094674555
m	|	0.2885572139303483	|	0.47715736040609136	|	0.1435962514642718
p	|	0.2875816993464052	|	0.4966887417218543	|	0.12417218543046356
ˈu	|	0.23529411764705882	|	0.43529411764705883	|	0.09434389140271492
i	|	0.527027027027027	|	1.1081081081081081	|	0.352910602910603
t͡ʃ	|	0.2909090909090909	|	0.34545454545454546	|	0.07622377622377623
f	|	0.4375	|	0.59375	|	0.22115384615384615
ɡʷ	|	0.375	|	0.8125	|	0.12139423076923078
n	|	1.0	|	1.3333333333333333	|	0.21794871794871792
ʎ	|	1.0	|	1.0	|	0.07692307692307693
ˌe	|	1.0	|	2.0	|	0.07692307692307693
